resource_id,resource_name,resource_type,region,metadata,Environment,Project,Owner
res-989,ECS-989,DynamoDB,us-east-1,Metadata info 989,Prod,Starforce,
res-990,DynamoDB-990,DynamoDB,ap-southeast-1,Metadata info 990,Dev,SHIELD,
res-991,RDS-991,CloudWatch,ap-southeast-1,Metadata info 991,Dev,,
res-992,ECS-992,RDS,eu-west-1,Metadata info 992,Prod,Avengers,Stark
res-993,DynamoDB-993,S3,us-west-2,Metadata info 993,,Avengers,Danvers
res-994,EC2-994,ECS,eu-west-1,Metadata info 994,Dev,,Castle
res-995,DynamoDB-995,EC2,us-west-2,Metadata info 995,Prod,Avengers,Murdock
res-996,Lambda-996,RDS,us-west-2,Metadata info 996,Prod,Avengers,Castle
res-997,S3-997,ECS,us-west-2,Metadata info 997,Test,,Stark
res-998,CloudWatch-998,CloudFront,us-east-1,Metadata info 998,,Starforce,Stark
res-999,ECS-999,RDS,eu-west-1,Metadata info 999,,SHIELD,Murdock
res-1000,ECS-1000,S3,us-east-1,Metadata info 1000,,Hydra,
res-1001,Lambda-1001,RDS,ap-southeast-1,Metadata info 1001,,Hydra,Castle
res-1002,CloudFront-1002,DynamoDB,eu-west-1,Metadata info 1002,Test,Avengers,Danvers
res-1003,CloudWatch-1003,CloudWatch,eu-west-1,Metadata info 1003,Prod,SHIELD,Banner
res-1004,CloudWatch-1004,CloudFront,ap-southeast-1,Metadata info 1004,Prod,Hydra,Banner
res-1005,EC2-1005,EC2,us-west-2,Metadata info 1005,Dev,Hydra,Banner
res-1006,ECS-1006,RDS,ap-southeast-1,Metadata info 1006,Dev,Avengers,
res-1007,S3-1007,CloudWatch,us-west-2,Metadata info 1007,Dev,,Murdock
res-1008,EC2-1008,EC2,us-east-1,Metadata info 1008,,Starforce,Banner
res-1009,S3-1009,CloudFront,us-east-1,Metadata info 1009,,Avengers,Castle
res-1010,S3-1010,S3,us-west-2,Metadata info 1010,Prod,Starforce,
res-1011,S3-1011,CloudFront,eu-west-1,Metadata info 1011,Prod,Avengers,
res-1012,CloudFront-1012,CloudWatch,eu-west-1,Metadata info 1012,,Starforce,Murdock
res-1013,EC2-1013,S3,us-east-1,Metadata info 1013,Prod,Avengers,
res-1014,S3-1014,RDS,ap-southeast-1,Metadata info 1014,Test,Hydra,Stark
res-1015,EC2-1015,CloudWatch,ap-southeast-1,Metadata info 1015,Test,,Danvers
res-1016,RDS-1016,DynamoDB,ap-southeast-1,Metadata info 1016,Dev,SHIELD,Banner
res-1017,Lambda-1017,EC2,eu-west-1,Metadata info 1017,,,
res-1018,EC2-1018,CloudWatch,us-west-2,Metadata info 1018,,Hydra,Banner
res-1019,ECS-1019,CloudWatch,eu-west-1,Metadata info 1019,Dev,Starforce,Castle
res-1020,S3-1020,RDS,ap-southeast-1,Metadata info 1020,Test,SHIELD,
res-1021,Lambda-1021,CloudWatch,eu-west-1,Metadata info 1021,Test,SHIELD,Danvers
res-1022,ECS-1022,Lambda,ap-southeast-1,Metadata info 1022,Prod,Starforce,Stark
res-1023,EC2-1023,Lambda,us-west-2,Metadata info 1023,Test,SHIELD,Banner
res-1024,RDS-1024,DynamoDB,us-west-2,Metadata info 1024,Prod,Starforce,Murdock
res-1025,ECS-1025,CloudFront,ap-southeast-1,Metadata info 1025,,Starforce,Danvers
res-1026,ECS-1026,RDS,eu-west-1,Metadata info 1026,Prod,,Banner
res-1027,EC2-1027,EC2,eu-west-1,Metadata info 1027,,,Stark
res-1028,ECS-1028,S3,us-west-2,Metadata info 1028,Prod,,Stark
res-1029,RDS-1029,EC2,ap-southeast-1,Metadata info 1029,,Avengers,
res-1030,ECS-1030,DynamoDB,ap-southeast-1,Metadata info 1030,,Hydra,Danvers
res-1031,Lambda-1031,ECS,eu-west-1,Metadata info 1031,Dev,Avengers,Banner
res-1032,CloudWatch-1032,CloudWatch,eu-west-1,Metadata info 1032,Test,SHIELD,Danvers
res-1033,ECS-1033,EC2,eu-west-1,Metadata info 1033,Prod,Starforce,Danvers
res-1034,DynamoDB-1034,S3,eu-west-1,Metadata info 1034,Test,SHIELD,Banner
res-1035,Lambda-1035,CloudFront,ap-southeast-1,Metadata info 1035,Prod,Starforce,Stark
res-1036,RDS-1036,ECS,us-west-2,Metadata info 1036,,,Murdock
res-1037,CloudWatch-1037,S3,ap-southeast-1,Metadata info 1037,,,Castle
res-1038,DynamoDB-1038,DynamoDB,us-east-1,Metadata info 1038,,Hydra,Stark
res-1039,S3-1039,Lambda,ap-southeast-1,Metadata info 1039,,,Murdock
res-1040,CloudFront-1040,CloudWatch,eu-west-1,Metadata info 1040,Test,Starforce,Stark
res-1041,RDS-1041,DynamoDB,us-west-2,Metadata info 1041,Dev,Avengers,Stark
res-1042,CloudWatch-1042,EC2,us-east-1,Metadata info 1042,Test,Hydra,Stark
res-1043,CloudWatch-1043,RDS,us-west-2,Metadata info 1043,Dev,Starforce,
res-1044,EC2-1044,S3,eu-west-1,Metadata info 1044,Dev,SHIELD,Murdock
res-1045,EC2-1045,S3,ap-southeast-1,Metadata info 1045,,Avengers,
res-1046,S3-1046,ECS,eu-west-1,Metadata info 1046,,Starforce,Danvers
res-1047,S3-1047,RDS,us-east-1,Metadata info 1047,Prod,Avengers,Banner
res-1048,RDS-1048,CloudWatch,us-east-1,Metadata info 1048,Prod,Avengers,Danvers
res-1049,EC2-1049,CloudWatch,us-west-2,Metadata info 1049,Test,Hydra,Murdock
res-1050,S3-1050,CloudFront,us-west-2,Metadata info 1050,Test,Avengers,Banner
res-1051,S3-1051,CloudWatch,eu-west-1,Metadata info 1051,Dev,SHIELD,Stark
res-1052,CloudFront-1052,S3,us-east-1,Metadata info 1052,,,Danvers
res-1053,ECS-1053,ECS,ap-southeast-1,Metadata info 1053,,Avengers,Castle
res-1054,Lambda-1054,EC2,us-west-2,Metadata info 1054,Prod,Starforce,Danvers
res-1055,EC2-1055,Lambda,us-west-2,Metadata info 1055,Test,SHIELD,
res-1056,CloudWatch-1056,DynamoDB,eu-west-1,Metadata info 1056,Test,,Stark
res-1057,CloudWatch-1057,S3,us-west-2,Metadata info 1057,Test,,Murdock
res-1058,Lambda-1058,CloudWatch,us-east-1,Metadata info 1058,Dev,SHIELD,
res-1059,EC2-1059,ECS,us-west-2,Metadata info 1059,Prod,,Danvers
res-1060,CloudFront-1060,EC2,us-east-1,Metadata info 1060,Dev,,Banner
res-1061,CloudWatch-1061,EC2,us-west-2,Metadata info 1061,Dev,,
res-1062,Lambda-1062,RDS,ap-southeast-1,Metadata info 1062,,Avengers,Banner
res-1063,DynamoDB-1063,EC2,us-west-2,Metadata info 1063,Prod,,Castle
res-1064,S3-1064,Lambda,eu-west-1,Metadata info 1064,Prod,SHIELD,Castle
res-1065,CloudFront-1065,EC2,us-west-2,Metadata info 1065,,SHIELD,Danvers
res-1066,Lambda-1066,ECS,ap-southeast-1,Metadata info 1066,Dev,SHIELD,Danvers
res-1067,ECS-1067,RDS,ap-southeast-1,Metadata info 1067,Prod,Starforce,Banner
res-1068,DynamoDB-1068,CloudFront,eu-west-1,Metadata info 1068,Dev,Starforce,Banner
res-1069,ECS-1069,ECS,us-west-2,Metadata info 1069,Dev,Avengers,Danvers
res-1070,RDS-1070,EC2,us-west-2,Metadata info 1070,Prod,SHIELD,Castle
res-1071,EC2-1071,ECS,eu-west-1,Metadata info 1071,Dev,SHIELD,Banner
res-1072,DynamoDB-1072,CloudWatch,eu-west-1,Metadata info 1072,,Avengers,Stark
res-1073,RDS-1073,CloudWatch,eu-west-1,Metadata info 1073,Prod,SHIELD,Murdock
res-1074,Lambda-1074,CloudFront,eu-west-1,Metadata info 1074,Dev,Avengers,Castle
res-1075,EC2-1075,CloudFront,us-west-2,Metadata info 1075,Dev,Avengers,Banner
res-1076,RDS-1076,Lambda,eu-west-1,Metadata info 1076,Dev,SHIELD,Danvers
res-1077,Lambda-1077,CloudFront,us-east-1,Metadata info 1077,,,Castle
res-1078,EC2-1078,RDS,ap-southeast-1,Metadata info 1078,Test,Starforce,Danvers
res-1079,RDS-1079,CloudFront,eu-west-1,Metadata info 1079,,Avengers,Stark
res-1080,S3-1080,ECS,ap-southeast-1,Metadata info 1080,Test,Hydra,Danvers
res-1081,EC2-1081,RDS,eu-west-1,Metadata info 1081,,Hydra,Danvers
res-1082,Lambda-1082,CloudWatch,us-west-2,Metadata info 1082,Test,,Danvers
res-1083,ECS-1083,Lambda,us-west-2,Metadata info 1083,,Starforce,
res-1084,Lambda-1084,EC2,ap-southeast-1,Metadata info 1084,Test,,Murdock
res-1085,Lambda-1085,RDS,eu-west-1,Metadata info 1085,Prod,SHIELD,Danvers
res-1086,CloudWatch-1086,DynamoDB,us-west-2,Metadata info 1086,Prod,,Murdock
res-1087,CloudFront-1087,EC2,eu-west-1,Metadata info 1087,Prod,Hydra,Murdock
res-1088,S3-1088,ECS,ap-southeast-1,Metadata info 1088,Dev,Starforce,Castle
res-1089,CloudFront-1089,S3,us-west-2,Metadata info 1089,Dev,Starforce,Danvers
res-1090,S3-1090,RDS,eu-west-1,Metadata info 1090,Prod,Starforce,
res-1091,RDS-1091,DynamoDB,eu-west-1,Metadata info 1091,Dev,Avengers,Murdock
res-1092,RDS-1092,CloudFront,ap-southeast-1,Metadata info 1092,,,Danvers
res-1093,Lambda-1093,CloudWatch,us-west-2,Metadata info 1093,,Hydra,Murdock
res-1094,S3-1094,ECS,eu-west-1,Metadata info 1094,Test,,Stark
res-1095,CloudWatch-1095,S3,ap-southeast-1,Metadata info 1095,,SHIELD,Danvers
res-1096,S3-1096,S3,ap-southeast-1,Metadata info 1096,Test,SHIELD,Castle
res-1097,EC2-1097,ECS,us-east-1,Metadata info 1097,Test,,
res-1098,EC2-1098,ECS,us-east-1,Metadata info 1098,,SHIELD,Stark
res-1099,RDS-1099,EC2,us-east-1,Metadata info 1099,,,Danvers
res-1100,Lambda-1100,CloudWatch,us-east-1,Metadata info 1100,Prod,Starforce,Danvers
res-1101,S3-1101,DynamoDB,eu-west-1,Metadata info 1101,,Avengers,Banner
res-1102,DynamoDB-1102,ECS,us-east-1,Metadata info 1102,Prod,,Banner
res-1103,DynamoDB-1103,CloudFront,eu-west-1,Metadata info 1103,Dev,Avengers,Danvers
res-1104,ECS-1104,EC2,ap-southeast-1,Metadata info 1104,Prod,Avengers,Murdock
res-1105,Lambda-1105,CloudFront,us-east-1,Metadata info 1105,Test,Avengers,Banner
res-1106,CloudFront-1106,ECS,ap-southeast-1,Metadata info 1106,Prod,,Banner
res-1107,RDS-1107,EC2,eu-west-1,Metadata info 1107,Prod,Starforce,Stark
res-1108,DynamoDB-1108,Lambda,ap-southeast-1,Metadata info 1108,Dev,Hydra,Castle
res-1109,CloudFront-1109,EC2,us-east-1,Metadata info 1109,,Hydra,Murdock
res-1110,RDS-1110,ECS,us-west-2,Metadata info 1110,Dev,Avengers,
res-1111,ECS-1111,CloudFront,ap-southeast-1,Metadata info 1111,Prod,Avengers,Murdock
res-1112,Lambda-1112,DynamoDB,ap-southeast-1,Metadata info 1112,Test,Hydra,Danvers
res-1113,Lambda-1113,CloudFront,us-east-1,Metadata info 1113,,Avengers,Stark
res-1114,CloudWatch-1114,ECS,us-west-2,Metadata info 1114,Test,SHIELD,
res-1115,DynamoDB-1115,ECS,us-west-2,Metadata info 1115,,Starforce,Danvers
res-1116,DynamoDB-1116,ECS,eu-west-1,Metadata info 1116,Prod,SHIELD,Stark
res-1117,ECS-1117,CloudFront,eu-west-1,Metadata info 1117,Test,,Stark
res-1118,RDS-1118,Lambda,us-east-1,Metadata info 1118,Test,Avengers,Stark
res-1119,EC2-1119,RDS,us-east-1,Metadata info 1119,Dev,Starforce,Stark
res-1120,EC2-1120,DynamoDB,ap-southeast-1,Metadata info 1120,Dev,SHIELD,
res-1121,ECS-1121,CloudWatch,ap-southeast-1,Metadata info 1121,Dev,Avengers,Stark
res-1122,ECS-1122,ECS,us-west-2,Metadata info 1122,Test,SHIELD,Stark
res-1123,ECS-1123,EC2,ap-southeast-1,Metadata info 1123,,SHIELD,Stark
res-1124,DynamoDB-1124,CloudFront,us-east-1,Metadata info 1124,Dev,Hydra,Stark
res-1125,ECS-1125,RDS,us-east-1,Metadata info 1125,Prod,,Castle
res-1126,ECS-1126,S3,ap-southeast-1,Metadata info 1126,Dev,Hydra,Castle
res-1127,Lambda-1127,S3,us-west-2,Metadata info 1127,Test,Starforce,Danvers
res-1128,RDS-1128,EC2,ap-southeast-1,Metadata info 1128,Dev,Hydra,Stark
res-1129,RDS-1129,EC2,us-west-2,Metadata info 1129,Dev,Starforce,Murdock
res-1130,CloudWatch-1130,DynamoDB,ap-southeast-1,Metadata info 1130,Prod,Starforce,Murdock
res-1131,S3-1131,CloudWatch,us-east-1,Metadata info 1131,Test,Hydra,Castle
res-1132,EC2-1132,Lambda,us-east-1,Metadata info 1132,Test,Starforce,Banner
res-1133,CloudWatch-1133,DynamoDB,us-west-2,Metadata info 1133,Dev,Starforce,Banner
res-1134,RDS-1134,CloudWatch,ap-southeast-1,Metadata info 1134,Prod,Hydra,Murdock
res-1135,RDS-1135,CloudWatch,us-east-1,Metadata info 1135,Test,SHIELD,Danvers
res-1136,CloudFront-1136,EC2,us-east-1,Metadata info 1136,Dev,Hydra,Murdock
res-1137,DynamoDB-1137,CloudWatch,us-west-2,Metadata info 1137,Test,Avengers,
res-1138,CloudFront-1138,Lambda,eu-west-1,Metadata info 1138,,SHIELD,
res-1139,CloudFront-1139,RDS,ap-southeast-1,Metadata info 1139,,SHIELD,Murdock
res-1140,ECS-1140,ECS,eu-west-1,Metadata info 1140,Dev,Hydra,Murdock
res-1141,Lambda-1141,DynamoDB,eu-west-1,Metadata info 1141,Prod,Hydra,
res-1142,CloudFront-1142,Lambda,us-west-2,Metadata info 1142,Dev,Starforce,Stark
res-1143,EC2-1143,CloudWatch,us-west-2,Metadata info 1143,,Starforce,Banner
res-1144,Lambda-1144,S3,eu-west-1,Metadata info 1144,Prod,,Murdock
res-1145,EC2-1145,EC2,eu-west-1,Metadata info 1145,Dev,,Murdock
res-1146,S3-1146,Lambda,eu-west-1,Metadata info 1146,Prod,Starforce,Stark
res-1147,ECS-1147,RDS,eu-west-1,Metadata info 1147,,,Stark
res-1148,ECS-1148,EC2,eu-west-1,Metadata info 1148,Test,,Murdock
res-1149,ECS-1149,S3,us-east-1,Metadata info 1149,Test,SHIELD,Banner
res-1150,RDS-1150,S3,us-east-1,Metadata info 1150,Test,Hydra,Castle
res-1151,Lambda-1151,S3,eu-west-1,Metadata info 1151,,SHIELD,Banner
res-1152,CloudWatch-1152,EC2,us-west-2,Metadata info 1152,Prod,SHIELD,Murdock
res-1153,S3-1153,S3,us-west-2,Metadata info 1153,,Avengers,Banner
res-1154,ECS-1154,CloudWatch,ap-southeast-1,Metadata info 1154,Prod,SHIELD,Murdock
res-1155,S3-1155,CloudFront,us-west-2,Metadata info 1155,,SHIELD,Banner
res-1156,S3-1156,DynamoDB,us-west-2,Metadata info 1156,Test,SHIELD,Murdock
res-1157,DynamoDB-1157,RDS,us-east-1,Metadata info 1157,Prod,,Murdock
res-1158,CloudWatch-1158,CloudFront,ap-southeast-1,Metadata info 1158,Dev,SHIELD,Castle
res-1159,CloudWatch-1159,DynamoDB,us-west-2,Metadata info 1159,Test,SHIELD,
res-1160,CloudFront-1160,DynamoDB,us-east-1,Metadata info 1160,Prod,,Murdock
res-1161,Lambda-1161,S3,us-east-1,Metadata info 1161,Test,SHIELD,Murdock
res-1162,S3-1162,Lambda,eu-west-1,Metadata info 1162,,SHIELD,Castle
res-1163,EC2-1163,CloudWatch,eu-west-1,Metadata info 1163,,SHIELD,Stark
res-1164,CloudWatch-1164,DynamoDB,us-east-1,Metadata info 1164,Prod,Hydra,Stark
res-1165,ECS-1165,EC2,us-west-2,Metadata info 1165,Dev,Hydra,Banner
res-1166,Lambda-1166,RDS,us-east-1,Metadata info 1166,,Starforce,Murdock
res-1167,CloudWatch-1167,Lambda,us-west-2,Metadata info 1167,Prod,Hydra,Castle
res-1168,S3-1168,RDS,us-west-2,Metadata info 1168,,Avengers,Murdock
res-1169,RDS-1169,CloudWatch,ap-southeast-1,Metadata info 1169,Test,SHIELD,Stark
res-1170,CloudFront-1170,S3,us-east-1,Metadata info 1170,Dev,SHIELD,
res-1171,ECS-1171,ECS,eu-west-1,Metadata info 1171,Test,SHIELD,Murdock
res-1172,RDS-1172,CloudFront,us-east-1,Metadata info 1172,,Hydra,Danvers
res-1173,ECS-1173,CloudWatch,ap-southeast-1,Metadata info 1173,Test,Hydra,Castle
res-1174,S3-1174,ECS,us-west-2,Metadata info 1174,Dev,SHIELD,Banner
res-1175,CloudWatch-1175,Lambda,eu-west-1,Metadata info 1175,Prod,Starforce,Castle
res-1176,DynamoDB-1176,S3,us-west-2,Metadata info 1176,Dev,Avengers,Castle
res-1177,S3-1177,S3,eu-west-1,Metadata info 1177,Prod,Hydra,Danvers
res-1178,Lambda-1178,S3,eu-west-1,Metadata info 1178,Dev,Starforce,Murdock
res-1179,CloudFront-1179,CloudFront,us-east-1,Metadata info 1179,Test,Hydra,Castle
res-1180,DynamoDB-1180,RDS,us-east-1,Metadata info 1180,Prod,SHIELD,Castle
res-1181,CloudWatch-1181,RDS,us-east-1,Metadata info 1181,Prod,Hydra,
res-1182,Lambda-1182,EC2,us-east-1,Metadata info 1182,Test,SHIELD,Danvers
res-1183,Lambda-1183,Lambda,ap-southeast-1,Metadata info 1183,Prod,Starforce,Banner
res-1184,EC2-1184,RDS,eu-west-1,Metadata info 1184,Test,SHIELD,Stark
res-1185,Lambda-1185,Lambda,us-west-2,Metadata info 1185,,Hydra,Murdock
res-1186,S3-1186,CloudWatch,us-west-2,Metadata info 1186,Dev,Avengers,Stark
res-1187,Lambda-1187,CloudWatch,us-west-2,Metadata info 1187,Prod,,
res-1188,S3-1188,CloudFront,eu-west-1,Metadata info 1188,Test,SHIELD,Castle
res-1189,Lambda-1189,EC2,us-west-2,Metadata info 1189,Dev,,Stark
res-1190,S3-1190,S3,eu-west-1,Metadata info 1190,,Hydra,
res-1191,Lambda-1191,DynamoDB,us-west-2,Metadata info 1191,,SHIELD,
res-1192,RDS-1192,DynamoDB,us-east-1,Metadata info 1192,,,Castle
res-1193,CloudWatch-1193,RDS,us-east-1,Metadata info 1193,Prod,Avengers,Danvers
res-1194,CloudWatch-1194,ECS,us-east-1,Metadata info 1194,,Hydra,
res-1195,ECS-1195,CloudFront,us-east-1,Metadata info 1195,Dev,SHIELD,Murdock
res-1196,S3-1196,EC2,us-west-2,Metadata info 1196,Test,Hydra,Banner
res-1197,DynamoDB-1197,CloudFront,us-west-2,Metadata info 1197,Test,Starforce,
res-1198,ECS-1198,DynamoDB,us-west-2,Metadata info 1198,,Starforce,Banner
res-1199,ECS-1199,EC2,ap-southeast-1,Metadata info 1199,Test,SHIELD,Danvers
res-1200,EC2-1200,CloudFront,ap-southeast-1,Metadata info 1200,Test,Avengers,
res-1201,ECS-1201,S3,eu-west-1,Metadata info 1201,Dev,Hydra,
res-1202,S3-1202,ECS,eu-west-1,Metadata info 1202,,Hydra,
res-1203,Lambda-1203,DynamoDB,ap-southeast-1,Metadata info 1203,Dev,SHIELD,Banner
res-1204,DynamoDB-1204,S3,us-east-1,Metadata info 1204,Test,SHIELD,Banner
res-1205,Lambda-1205,CloudFront,eu-west-1,Metadata info 1205,Test,Avengers,Banner
res-1206,Lambda-1206,Lambda,us-west-2,Metadata info 1206,Prod,SHIELD,Danvers
res-1207,DynamoDB-1207,EC2,us-west-2,Metadata info 1207,Test,Hydra,Murdock
res-1208,CloudWatch-1208,EC2,ap-southeast-1,Metadata info 1208,Test,SHIELD,Castle
res-1209,RDS-1209,CloudWatch,us-east-1,Metadata info 1209,,Starforce,Danvers
res-1210,CloudWatch-1210,EC2,us-east-1,Metadata info 1210,Prod,Hydra,
res-1211,DynamoDB-1211,ECS,us-east-1,Metadata info 1211,,,Banner
res-1212,ECS-1212,S3,eu-west-1,Metadata info 1212,Dev,Hydra,Danvers
res-1213,S3-1213,EC2,us-west-2,Metadata info 1213,Dev,SHIELD,Danvers
res-1214,EC2-1214,CloudFront,ap-southeast-1,Metadata info 1214,Prod,Starforce,Danvers
res-1215,CloudFront-1215,DynamoDB,us-west-2,Metadata info 1215,,SHIELD,Danvers
res-1216,CloudFront-1216,EC2,ap-southeast-1,Metadata info 1216,Dev,SHIELD,Banner
res-1217,EC2-1217,EC2,us-west-2,Metadata info 1217,Dev,Starforce,
res-1218,CloudFront-1218,CloudWatch,ap-southeast-1,Metadata info 1218,Prod,SHIELD,
res-1219,RDS-1219,DynamoDB,us-west-2,Metadata info 1219,Test,Hydra,Murdock
res-1220,RDS-1220,EC2,eu-west-1,Metadata info 1220,Dev,Starforce,Castle
res-1221,EC2-1221,S3,eu-west-1,Metadata info 1221,,,Murdock
res-1222,EC2-1222,RDS,ap-southeast-1,Metadata info 1222,Prod,Avengers,Castle
res-1223,S3-1223,ECS,eu-west-1,Metadata info 1223,,SHIELD,Danvers
res-1224,ECS-1224,CloudFront,us-west-2,Metadata info 1224,,SHIELD,
res-1225,CloudFront-1225,CloudWatch,eu-west-1,Metadata info 1225,Test,SHIELD,Castle
res-1226,DynamoDB-1226,ECS,ap-southeast-1,Metadata info 1226,Test,SHIELD,Stark
res-1227,EC2-1227,CloudWatch,eu-west-1,Metadata info 1227,Dev,,
res-1228,RDS-1228,DynamoDB,eu-west-1,Metadata info 1228,Dev,SHIELD,Danvers
res-1229,CloudWatch-1229,CloudWatch,us-west-2,Metadata info 1229,Prod,Hydra,Banner
res-1230,CloudFront-1230,CloudWatch,us-east-1,Metadata info 1230,Test,Hydra,Danvers
res-1231,RDS-1231,RDS,us-west-2,Metadata info 1231,,Starforce,
res-1232,ECS-1232,RDS,ap-southeast-1,Metadata info 1232,Dev,Avengers,Castle
res-1233,CloudWatch-1233,RDS,ap-southeast-1,Metadata info 1233,,Starforce,Banner
res-1234,S3-1234,ECS,eu-west-1,Metadata info 1234,Prod,,
res-1235,CloudFront-1235,EC2,ap-southeast-1,Metadata info 1235,Prod,,Banner
res-1236,CloudWatch-1236,Lambda,us-west-2,Metadata info 1236,,Starforce,Murdock
res-1237,RDS-1237,CloudWatch,us-west-2,Metadata info 1237,Dev,Avengers,Banner
res-1238,CloudWatch-1238,Lambda,ap-southeast-1,Metadata info 1238,,SHIELD,Murdock
res-1239,EC2-1239,Lambda,us-east-1,Metadata info 1239,Dev,SHIELD,Murdock
res-1240,CloudWatch-1240,S3,us-west-2,Metadata info 1240,Prod,Starforce,Danvers
res-1241,ECS-1241,ECS,us-east-1,Metadata info 1241,Prod,Avengers,Banner
res-1242,DynamoDB-1242,S3,us-east-1,Metadata info 1242,Dev,Avengers,Stark
res-1243,DynamoDB-1243,RDS,us-east-1,Metadata info 1243,Dev,SHIELD,Stark
res-1244,EC2-1244,EC2,us-west-2,Metadata info 1244,Dev,Starforce,
res-1245,ECS-1245,RDS,us-west-2,Metadata info 1245,Prod,SHIELD,Murdock
res-1246,ECS-1246,CloudFront,us-west-2,Metadata info 1246,,Starforce,Banner
res-1247,DynamoDB-1247,CloudWatch,ap-southeast-1,Metadata info 1247,,Avengers,Castle
res-1248,CloudWatch-1248,DynamoDB,eu-west-1,Metadata info 1248,Test,SHIELD,Banner
res-1249,CloudWatch-1249,EC2,eu-west-1,Metadata info 1249,Test,Avengers,Castle
res-1250,S3-1250,Lambda,ap-southeast-1,Metadata info 1250,Test,Starforce,Banner
res-1251,S3-1251,Lambda,us-west-2,Metadata info 1251,Test,Starforce,Stark
res-1252,CloudFront-1252,RDS,us-west-2,Metadata info 1252,Dev,Avengers,Castle
res-1253,CloudWatch-1253,ECS,eu-west-1,Metadata info 1253,Dev,Avengers,Banner
res-1254,Lambda-1254,EC2,us-west-2,Metadata info 1254,Dev,SHIELD,Danvers
res-1255,CloudFront-1255,RDS,ap-southeast-1,Metadata info 1255,Test,Hydra,Murdock
res-1256,EC2-1256,RDS,ap-southeast-1,Metadata info 1256,Test,Starforce,Murdock
res-1257,CloudWatch-1257,CloudWatch,us-west-2,Metadata info 1257,Test,Avengers,Murdock
res-1258,ECS-1258,EC2,eu-west-1,Metadata info 1258,Dev,Avengers,Stark
res-1259,DynamoDB-1259,DynamoDB,ap-southeast-1,Metadata info 1259,,Hydra,Stark
res-1260,Lambda-1260,CloudWatch,eu-west-1,Metadata info 1260,Test,Hydra,
res-1261,CloudWatch-1261,S3,eu-west-1,Metadata info 1261,Dev,SHIELD,Banner
res-1262,CloudFront-1262,RDS,us-east-1,Metadata info 1262,Dev,SHIELD,Castle
res-1263,CloudFront-1263,ECS,ap-southeast-1,Metadata info 1263,Dev,,Castle
res-1264,RDS-1264,DynamoDB,eu-west-1,Metadata info 1264,Test,Avengers,Stark
res-1265,ECS-1265,RDS,us-east-1,Metadata info 1265,,Hydra,Banner
res-1266,EC2-1266,CloudWatch,us-east-1,Metadata info 1266,,Avengers,Danvers
res-1267,EC2-1267,EC2,eu-west-1,Metadata info 1267,,,Castle
res-1268,S3-1268,Lambda,us-west-2,Metadata info 1268,Prod,,Stark
res-1269,RDS-1269,CloudFront,ap-southeast-1,Metadata info 1269,Prod,Hydra,Danvers
res-1270,Lambda-1270,ECS,us-west-2,Metadata info 1270,,Avengers,Murdock
res-1271,S3-1271,CloudWatch,us-west-2,Metadata info 1271,Dev,,Castle
res-1272,ECS-1272,CloudFront,us-east-1,Metadata info 1272,Dev,Avengers,Castle
res-1273,CloudWatch-1273,EC2,us-east-1,Metadata info 1273,,Starforce,Danvers
res-1274,S3-1274,Lambda,ap-southeast-1,Metadata info 1274,,Hydra,Banner
res-1275,CloudWatch-1275,CloudWatch,us-west-2,Metadata info 1275,Dev,Starforce,
res-1276,RDS-1276,CloudWatch,us-east-1,Metadata info 1276,Dev,Hydra,
res-1277,EC2-1277,CloudWatch,us-west-2,Metadata info 1277,Test,Avengers,
res-1278,S3-1278,RDS,us-west-2,Metadata info 1278,Prod,Hydra,
res-1279,Lambda-1279,CloudWatch,us-west-2,Metadata info 1279,Prod,Starforce,Banner
res-1280,CloudWatch-1280,EC2,ap-southeast-1,Metadata info 1280,Prod,,
res-1281,RDS-1281,S3,us-east-1,Metadata info 1281,Test,Avengers,Stark
res-1282,S3-1282,ECS,eu-west-1,Metadata info 1282,Dev,Hydra,
res-1283,CloudFront-1283,Lambda,us-west-2,Metadata info 1283,Test,Hydra,Danvers
res-1284,CloudWatch-1284,RDS,us-east-1,Metadata info 1284,Test,SHIELD,Murdock
res-1285,CloudWatch-1285,Lambda,us-west-2,Metadata info 1285,Dev,Avengers,Banner
res-1286,RDS-1286,CloudFront,us-east-1,Metadata info 1286,Test,Hydra,Danvers
res-1287,CloudFront-1287,Lambda,us-east-1,Metadata info 1287,,Starforce,Murdock
res-1288,Lambda-1288,ECS,us-west-2,Metadata info 1288,Dev,SHIELD,Castle
res-1289,EC2-1289,Lambda,ap-southeast-1,Metadata info 1289,Test,Starforce,Banner
res-1290,CloudWatch-1290,DynamoDB,us-west-2,Metadata info 1290,Prod,,Stark
res-1291,Lambda-1291,EC2,eu-west-1,Metadata info 1291,Dev,Avengers,Stark
res-1292,CloudWatch-1292,RDS,eu-west-1,Metadata info 1292,Prod,,Castle
res-1293,DynamoDB-1293,DynamoDB,us-west-2,Metadata info 1293,Dev,Starforce,Murdock
res-1294,CloudFront-1294,CloudWatch,ap-southeast-1,Metadata info 1294,,Hydra,Castle
res-1295,CloudWatch-1295,DynamoDB,ap-southeast-1,Metadata info 1295,Test,Hydra,Stark
res-1296,DynamoDB-1296,ECS,us-east-1,Metadata info 1296,Test,Avengers,Castle
res-1297,DynamoDB-1297,CloudFront,eu-west-1,Metadata info 1297,,,Danvers
